"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,155,1,365,1,5,28,365,4.9,36.5,21,51,81,355,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,124,1,365,1,2,365,365,1,365,13,13,13,183,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.82028156560504
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,1,155,1,365,1,2,365,365,1,365,0,0,25,299,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,124,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.82028156560504
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,152,1,365,5,5,365,365,5,365,15,45,59,286,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.02388052084628
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,5,28,365,5,249.6,3,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,1,365,5,30,365,365,5.2,365,29,45,64,308,1,0,0,100,10,10,10,10,10,8,"t",179,179,0,0,0.06,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,138,1,365,5,5,365,365,5,365,0,0,23,297,1,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.12,1667,4.92725368515721
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,202,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.30826769740121
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,152,1,365,1,2,365,365,1,365,0,0,0,232,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.02388052084628
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,135,1,365,1,5,28,365,4.8,41.2,13,43,73,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.90527477843843
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,1,365,5,30,365,365,5.2,365,23,53,83,347,2,0,0,90,9,9,10,10,10,9,"t",179,179,0,0,0.12,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,149,1,365,3,5,28,365,5,339.4,2,24,31,280,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.00394630594546
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,183,1,365,1,2,365,365,1,365,10,37,38,251,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.20948615284142
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,279,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.63121178182137
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,1,170,1,365,1,5,28,365,5,31.1,28,58,88,363,2,2,0,100,10,10,8,9,10,9,"t",179,179,0,0,0.21,1667,5.13579843705026
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,286,1,365,1,5,28,365,1.2,347.2,0,0,0,19,7,4,0,97,10,10,10,10,10,9,"t",179,179,0,0,0.46,1667,5.65599181081985
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,355,1,365,1,5,5,365,4.5,71.4,3,33,56,319,3,0,0,93,9,8,10,10,10,9,"t",179,179,0,0,0.18,1667,5.87211778947542
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,3,365,5,5,28,365,5,100,0,0,0,217,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,1,365,2,5,365,365,5,365,5,16,27,246,3,3,0,80,10,7,10,10,10,8,"t",179,179,0,0,0.26,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,127,1,365,1,5,28,365,4.8,46.6,6,36,66,341,8,6,0,88,10,9,9,10,10,9,"t",179,179,0,0,0.58,1667,4.84418708645859
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,161,1,365,5,5,365,365,5,365,16,46,69,322,2,0,0,100,10,10,10,10,10,9,"t",179,179,0,0,0.14,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,146,1,365,5,5,28,365,5,82.2,11,41,69,301,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.98360662170834
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,30,30,28,365,30,318.5,14,44,74,316,2,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.15,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,3,517,1,365,1,5,5,365,4.9,37.2,28,58,88,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,6.24804287450843
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,1,354.86,1,365,1,5,5,365,2.5,234.6,0,0,0,153,2,1,0,90,10,9,10,10,10,9,"t",179,179,0,0,0.15,1667,5.87172334549543
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,142,1,365,1,5,5,365,4.8,43.6,29,59,82,356,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.95582705760126
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,3,282,1,365,1,5,5,365,4.8,40.5,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.64190707093811
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,159.71,3,365,3,5,5,365,4.1,174.6,0,0,0,202,2,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.14,1667,5.07335967066822
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,1,365,5,5,28,365,5,339.4,3,33,63,308,2,0,0,90,10,9,10,10,10,9,"t",179,179,0,0,0.1,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,153,1,365,1,5,5,365,3.4,163.6,0,0,0,220,1,0,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.07,1667,5.03043792139244
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,5,5,28,365,5,323.2,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,3,300,3,365,3,5,5,365,4.8,53.4,28,47,72,347,1,1,0,100,10,10,8,10,10,10,"t",179,179,0,0,0.13,1667,5.7037824746562
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,4,365,1,365,1,5,5,365,4,107.1,29,45,68,312,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.89989735358249
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,365,365,5.2,365,13,13,13,237,2,1,0,60,7,6,7,6,10,6,"t",179,179,0,0,0.15,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,3,365,5,30,28,365,5.1,313.9,2,2,2,2,1,0,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.06,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,116,1,365,5,30,28,365,5.2,325.5,28,58,88,363,1,1,0,80,10,10,10,10,10,8,"t",179,179,0,0,0.11,1667,4.75359019110636
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,156,1,365,5,5,365,365,5,365,3,33,63,276,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04985600724954
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",8,3,2,2,454,1,365,1,2,365,365,1,365,4,34,64,308,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,6.11809719804135
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,4,301,1,365,1,5,5,365,2.8,212,26,26,26,183,2,0,0,70,7,5,7,8,8,7,"t",179,179,0,0,0.12,1667,5.70711026474888
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,183,1,365,1,2,365,365,1,365,0,0,0,175,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.20948615284142
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,130,1,365,1,5,5,365,3.1,192,11,11,11,193,1,0,0,100,10,8,10,10,10,6,"t",179,179,0,0,0.07,1667,4.86753445045558
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,146,1,365,30,30,365,365,30,365,2,2,2,147,1,0,0,100,10,8,10,8,10,8,"t",179,179,0,0,0.07,1667,4.98360662170834
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,162,3,365,5,5,28,365,5,334.8,2,32,55,326,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08759633523238
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,2,1,2,355,3,365,3,5,5,365,4.7,79.9,0,21,51,309,3,1,0,100,10,9,9,10,9,10,"t",179,179,0,0,0.19,1667,5.87211778947542
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,154,1,365,5,30,28,365,5.2,313.1,28,58,88,363,1,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.13,1667,5.03695260241363
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,149,1,365,5,30,365,365,5.2,365,11,11,11,182,1,1,0,60,10,6,10,10,10,10,"t",179,179,0,0,0.13,1667,5.00394630594546
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,206,1,365,30,30,365,365,30,365,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.32787616878958
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,160,1,365,5,5,28,365,5,326.3,2,32,62,337,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.07517381523383
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,153,1,365,30,30,365,365,30,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.03043792139244
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,261,1,365,5,5,365,365,5,365,8,32,62,324,3,2,0,93,9,9,10,9,9,8,"t",179,179,0,0,0.2,1667,5.56452040732269
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,149,1,365,5,5,28,365,5,336.3,3,33,63,338,1,1,0,40,10,2,10,8,8,6,"t",179,179,0,0,0.14,1667,5.00394630594546
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,1,184,1,365,30,30,365,365,30,365,0,0,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.21493575760899
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,150,1,365,5,30,365,365,5.1,365,27,57,87,356,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.01063529409626
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,129,1,365,5,30,28,365,5.2,337.1,28,58,88,349,1,1,0,80,10,10,10,10,10,8,"t",179,179,0,0,0.11,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,139,1,365,5,5,365,365,5,365,0,8,18,251,1,1,0,80,8,8,8,8,8,8,"t",179,179,0,0,0.1,1667,4.93447393313069
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,162,1,365,5,5,28,365,5,269.7,6,36,66,341,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08759633523238
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,179,1,365,1,5,5,365,4.5,70,12,42,72,321,10,6,0,96,10,9,10,10,10,9,"t",179,179,0,0,0.6,1667,5.18738580584075
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,2,1,1,415,1,365,1,2,365,365,1,365,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,6.0282785202307
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,141,1,365,1,5,28,365,5,28.8,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.94875989037817
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,202,1,365,1,2,365,365,1,365,28,58,88,301,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.30826769740121
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,5,365,365,5,365,0,0,0,201,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,154,1,365,2,5,365,365,5,365,1,14,20,241,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.03695260241363
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,5,365,365,5,365,29,59,89,363,1,0,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.07,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,202,1,365,1,5,28,365,4,113.2,0,0,0,269,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.30826769740121
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,3,155,1,365,1,2,365,365,1,365,0,0,0,204,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,5,28,365,5,76.8,29,59,82,335,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,2,1,1,395,1,365,1,2,365,365,1,365,29,29,29,144,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.97888576490112
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,155,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,28,365,29,334.8,0,0,12,215,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,144,1,365,1,2,365,365,1,365,28,58,87,333,1,0,0,60,8,6,10,10,10,6,"t",179,179,0,0,0.07,1667,4.969813299576
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,135,1,365,5,5,365,365,5,365,12,42,72,334,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.90527477843843
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,155,1,365,1,2,365,365,1,365,0,0,0,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,129,1,365,5,5,365,365,5,365,0,0,0,52,3,3,0,93,10,8,10,9,10,10,"t",179,179,0,0,0.34,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,155,1,365,1,2,365,365,1,365,7,37,67,312,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.04342511691925
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,28,365,5.2,323.9,28,58,88,330,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,28,365,5.2,311.5,28,58,81,350,1,0,0,80,10,10,10,10,10,10,"t",179,179,0,0,0.07,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,28,365,5.1,135.7,17,47,77,321,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,2,2,3,226,1,365,2,5,28,365,5,117.9,2,2,2,2,2,0,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.15,1667,5.42053499927229
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,318,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.76205138278018
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,3,216,1,365,5,30,365,365,28.9,365,29,59,89,363,3,3,0,87,9,7,9,9,9,9,"t",179,179,0,0,0.32,1667,5.37527840768417
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,3,139,1,365,5,5,28,365,5,78.4,0,0,20,295,3,3,0,100,10,9,10,9,10,9,"t",179,179,0,0,0.3,1667,4.93447393313069
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,129,1,365,5,30,28,365,5.1,329.4,28,50,80,313,1,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.09,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,1,2,226,1,365,5,30,28,365,5.1,81.5,28,38,38,181,2,0,0,90,9,10,9,10,10,9,"t",179,179,0,0,0.13,1667,5.42053499927229
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,99,1,365,1,2,365,365,1,365,28,42,72,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.59511985013459
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97.57,1,365,2,5,28,365,5,235.6,0,0,0,0,1,0,0,80,8,6,10,10,10,6,"t",179,179,0,0,0.07,1667,4.58057006911986
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,97,1,365,2,30,365,365,5,365,2,2,2,2,2,2,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.17,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,139,1,365,1,2,365,365,1,365,0,0,0,0,1,0,0,60,8,6,8,10,10,8,"t",179,179,0,0,0.06,1667,4.93447393313069
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,85,1,365,1,5,5,365,4,109,0,0,27,285,4,4,0,80,8,8,9,10,10,9,"t",179,179,0,0,0.42,1667,4.44265125649032
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97,1,365,5,5,28,365,5,330.1,2,2,2,2,1,1,0,80,6,10,10,4,10,8,"t",179,179,0,0,0.12,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97,1,365,2,5,28,365,5,148.1,0,12,42,309,3,2,0,93,9,9,7,9,10,9,"t",179,179,0,0,0.21,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,121,1,365,30,90,365,365,88.2,365,0,0,16,291,2,2,0,100,10,8,10,10,10,10,"t",179,179,0,0,0.2,1667,4.79579054559674
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,171,1,365,1,2,365,365,1,365,0,0,0,6,1,0,0,100,10,10,10,10,10,8,"t",179,179,0,0,0.07,1667,5.14166355650266
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,1,365,5,30,28,365,5.2,209.3,6,17,35,256,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,2,124,1,365,1,2,365,365,1,365,0,0,0,110,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.82028156560504
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97,1,365,5,30,28,365,5.1,358.8,29,40,40,274,1,0,0,40,8,4,4,10,8,4,"t",179,179,0,0,0.08,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,1,2,365,365,1,365,8,38,68,342,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,148,1,365,1,2,365,365,1,365,19,32,49,261,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.99721227376411
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,110,1,365,5,5,28,365,5,282.9,0,0,0,0,1,1,0,100,10,10,10,8,10,10,"t",179,179,0,0,0.1,1667,4.70048036579242
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97,1,365,5,30,28,365,5.2,231.7,28,58,88,363,6,5,0,80,9,8,9,9,9,8,"t",179,179,0,0,0.48,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,3,161,1,365,1,2,365,365,1,365,0,0,19,293,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,124,1,365,1,2,365,365,1,365,29,59,89,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.82028156560504
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,NA,0,112,1,365,5,5,365,365,5,365,9,39,56,314,2,1,0,100,10,10,10,10,10,10,"t",179,179,0,0,0.16,1667,4.71849887129509
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,148,1,365,1,2,365,365,1,365,0,0,0,232,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.99721227376411
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",2,1,1,1,129,1,365,5,5,28,365,5,95.4,0,0,18,293,1,1,0,100,10,10,10,10,10,8,"t",179,179,0,0,0.1,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,146,1,365,5,5,365,365,5,365,0,27,57,315,3,1,0,93,9,9,9,9,10,9,"t",179,179,0,0,0.16,1667,4.98360662170834
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,208,1,365,5,5,365,365,5,365,29,59,89,350,1,1,0,100,10,10,10,4,10,8,"t",179,179,0,0,0.09,1667,5.33753807970132
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,1,2,365,365,1,365,0,0,18,292,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,3,129,1,365,1,2,365,365,1,365,22,30,30,294,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,161,1,365,5,5,28,365,5,313.1,16,46,76,335,4,3,0,90,10,10,10,10,10,9,"t",179,179,0,0,0.26,1667,5.08140436498446
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,113,1,365,1,2,365,365,1,365,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.72738781871234
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,169.57,1,365,1,5,2,365,2.8,212.5,6,24,33,197,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.13326582091904
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,131,1,365,1,5,2,365,3.9,116.4,2,2,2,2,1,1,0,100,10,8,10,10,10,10,"t",179,179,0,0,0.09,1667,4.87519732320115
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",6,2,2,3,201,1,365,1,2,365,365,1,365,3,29,29,215,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.30330490805908
"within a few hours",100,"t",1,"t","t","Kauai","Entire home/apt",6,3.5,3,3,750,5,1125,5,7,1125,1125,5.1,1125,0,0,1,138,15,6,0,100,10,10,10,10,10,10,"t",1,1,0,0,0.78,675,6.62007320653036
"within a few hours",97,"f",219,"t","t","Maui","Hotel room",4,1,NA,2,119,5,1125,1,7,1125,1125,5.3,1125,29,50,80,340,22,6,0,90,9,9,10,9,10,9,"f",199,195,2,0,1.09,2403,4.77912349311153
